image_name,sunny,total_variation,brisque
00026575.jpg,True,18350.919270833332,306697388844.6336
00074064.png,True,38695.821614583336,398014416302.213
00068060.png,True,35592.319010416664,372765911945.1928
00067047.png,True,26095.126302083332,439105372045.3566
00067369.png,True,25787.90625,461182057767.08295
00067622.png,True,33288.217447916664,298173122594.36975
00026749.jpg,True,17742.185546875,284966115247.04144
00073459.png,True,27121.473307291668,376321762766.6058
00027056.jpg,True,22042.227213541668,346641225376.3325
00068039.png,True,35846.954427083336,347412267803.7654
00066694.png,True,31086.706380208332,344582387591.2101
00026864.jpg,True,19887.166015625,267784704179.42206
00073628.png,True,30920.753255208332,481825286449.3458
00009207.jpg,True,15273.992838541666,467744585084.2091
00074100.png,True,40207.015625,458153764253.5882
00073585.png,True,32359.63671875,463369849526.73615
00067901.png,True,35920.41796875,283868880287.09985
00068514.png,True,30903.833984375,415098959422.703
00066701.png,True,31774.53515625,363936287763.8192
00067934.png,True,35013.186197916664,396435385870.20496
00011988.jpg,True,15530.693033854166,345939346283.33844
00026598.jpg,True,23899.62109375,220529071725.03415
00026463.jpg,True,18542.275390625,360069838224.3995
00073369.png,True,32131.106770833332,336892600067.55426
00026564.jpg,True,19530.393880208332,212484563214.74847
00027182.jpg,True,30938.442708333332,297075555004.001
00073733.png,True,35255.962239583336,463489033172.567
00011893.jpg,True,10214.071940104166,358939459279.44635
00026972.jpg,True,20117.245442708332,433807671709.5675
00067587.png,True,14853.495442708334,325559192719.9048
00067589.png,True,18191.625,317671395259.6918
00067560.png,True,22227.139973958332,414724512376.5748
00073501.png,True,30561.3046875,389525792937.5393
00073567.png,True,30185.078776041668,405754474969.6257
00073366.png,True,33564.958333333336,371878519748.7657
00067620.png,True,32637.583333333332,338965978367.2711
00066908.png,True,34010.084635416664,470473562944.3832
00073570.png,True,30463.093098958332,496184416368.74475
00026567.jpg,True,18841.374348958332,240770873205.51794
00011883.jpg,True,12468.607747395834,307438270232.85913
00067150.png,True,26326.419270833332,569176288736.7494
00067770.png,True,37854.62890625,239681436331.47284
00067525.png,True,26555.084635416668,405766792813.6205
00067188.png,True,26896.419270833332,470411022874.5246
00068510.png,True,30316.946614583332,400418769970.8773
00009228.jpg,True,15564.239908854166,351970986680.13367
00073928.png,True,46642.44140625,381844151377.6694
00067214.png,True,29430.509114583332,415470040125.9615
00068381.png,True,34807.87109375,365127306239.3757
00073587.png,True,32066.221354166668,507554587493.0717
00067191.png,True,26467.9609375,506775008196.5605
00073746.png,True,38033.309895833336,451740648635.3862
00012006.jpg,True,17376.201822916668,364729178778.6418
00067189.png,True,26808.514973958332,493218332277.1951
00073581.png,True,32061.295572916668,488244534449.73114
00068403.png,True,28356.994140625,395306779036.5664
00074047.png,True,36971.153645833336,402056953521.5314
00067803.png,True,37463.615885416664,275466381357.60425
00027080.jpg,True,25530.574869791668,282332272186.5404
00068226.png,True,34586.345052083336,413931591560.26855
00067896.png,True,35939.977864583336,249841370051.8414
00066714.png,True,28085.955078125,338902661918.5846
00073536.png,True,27175.594401041668,388281347764.1753
00067215.png,True,29530.291666666668,432575398850.91986
00073834.png,True,36938.377604166664,294368913006.9762
00067970.png,True,36029.903645833336,424248378484.1736
00066748.png,True,38131.299479166664,463527865013.1057
00067004.png,True,33072.899739583336,444493429337.30786
00026509.jpg,True,24964.552083333332,227275525000.12885
00073911.png,True,44709.0859375,362268335026.5041
00073669.png,True,33292.606770833336,513739656440.32477
00068548.png,True,31538.944661458332,547433570777.2172
00067468.png,True,31377.477864583332,417852489846.76685
00027159.jpg,True,22734.297526041668,386688257093.31793
00068423.png,True,34139.51953125,383631516959.1893
00073518.png,True,28906.880859375,406622194170.51276
00067415.png,True,32614.468098958332,404930142809.2558
00068252.png,True,34581.1171875,389478869841.878
00027041.jpg,True,20687.672526041668,314245157766.2035
00067108.png,True,23193.446614583332,452906697021.5418
00026736.jpg,True,17422.787109375,321579061792.0638
00067660.png,True,38367.354166666664,258291303495.30048
00026695.jpg,True,17434.998697916668,241018833777.1559
00068042.png,True,36099.282552083336,403015894541.5216
00067430.png,True,31434.94140625,398797252644.8573
00073867.png,True,37963.30078125,284931105353.7906
00067942.png,True,35184.752604166664,394877423637.32513
00067042.png,True,25819.387369791668,429231837218.3127
00068112.png,True,33072.140625,416753117945.80383
00027087.jpg,True,25624.56640625,331361844180.40674
00067571.png,True,20198.848958333332,406096056236.5014
00026669.jpg,True,19107.910807291668,336188413305.32446
00068328.png,True,34805.356770833336,378268461228.0694
00026698.jpg,True,17401.418619791668,223636944263.17535
00067057.png,True,28826.290364583332,375624905528.134
00066937.png,True,38583.5390625,465065005910.7792
00011896.jpg,True,12299.641276041666,346777700176.27814
00068513.png,True,31097.401692708332,385441610413.41296
00067606.png,True,28813.74609375,325902044641.8894
00067518.png,True,27752.72265625,406088927463.99445
00066992.png,True,37140.4375,356428682303.77515
00026519.jpg,True,25694.966145833332,206909982414.47208
00067656.png,True,37912.97265625,260976812620.72906
00073434.png,True,27776.886067708332,291004226137.80896
00067064.png,True,27456.590494791668,338359875781.92175
00026676.jpg,True,16597.462890625,353210601209.8584
00026999.jpg,True,20361.319661458332,384825386715.4677
00068264.png,True,34571.010416666664,386799295654.5823
00068011.png,True,35144.174479166664,365112234297.5081
00066700.png,True,32167.438151041668,315100120457.30493
00066962.png,True,41959.046875,429895817305.2825
00026859.jpg,True,19423.961588541668,414020678234.45233
00067994.png,True,35989.962239583336,388950923688.35394
00067868.png,True,36220.700520833336,245354587644.2912
00026614.jpg,True,21316.313802083332,269646442829.70447
00066684.png,True,36032.276041666664,385144574534.2987
00067617.png,True,31787.725260416668,293863375898.1159
00067337.png,True,29014.068359375,425085936114.93256
00026455.jpg,True,19220.138020833332,299460003274.60236
00012038.jpg,True,15188.632486979166,274980286312.3822
00067281.png,True,31261.158203125,444485706930.47546
00067040.png,True,25438.047526041668,360681244184.0853
00067997.png,True,35489.161458333336,398860422690.8069
00067539.png,True,26048.386067708332,402380924418.9672
00067307.png,True,32349.552083333332,394834143029.86487
00067067.png,True,25932.112630208332,379118452759.4348
00026489.jpg,True,19417.571614583332,403408145813.50073
00067054.png,True,28441.475911458332,354850810987.25183
00067227.png,True,29188.906901041668,407480785280.92334
00026664.jpg,True,20558.749348958332,199340100160.94806
00067521.png,True,27396.870442708332,404430237787.2043
00074136.png,True,42108.217447916664,499051515097.7698
00011942.jpg,True,8216.241861979166,433369884473.5678
00074140.png,True,42401.213541666664,480766658266.7632
00074044.png,True,37166.49609375,409948606870.1116
00073742.png,True,37577.10546875,397168485991.7999
00073879.png,True,39058.569010416664,220719870846.3016
00073633.png,True,31088.85546875,504386831374.1192
00067602.png,True,27257.607421875,297557399603.24133
00066885.png,True,32578.352213541668,349028384917.3949
00068074.png,True,34613.165364583336,410107559962.07245
00066686.png,True,35167.907552083336,374503666136.73425
00073985.png,True,45487.45703125,371300751663.44037
00026484.jpg,True,19005.151041666668,261172662871.32812
00067431.png,True,31790.580078125,347596908668.2789
00073864.png,True,37846.802083333336,285941623787.8347
00067296.png,True,31596.430989583332,396075259168.35144
00068333.png,True,35095.266927083336,386246113969.5626
00027057.jpg,True,22166.496744791668,259068937183.7421
00067609.png,True,29743.71875,278630659522.80237
00067854.png,True,36515.908854166664,252652023499.19562
00073379.png,True,35119.990885416664,348751181321.35986
00068511.png,True,30669.387369791668,436432543273.59625
00068377.png,True,35573.58984375,349027174697.162
00026884.jpg,True,21910.263020833332,316811788787.42175
00067601.png,True,26929.248046875,314863830105.61285
00011894.jpg,True,12617.7353515625,388625797832.1499
00074088.png,True,39197.893229166664,415977696295.86316
00066939.png,True,39388.033854166664,424873854835.1638
00067835.png,True,36829.34375,285209150286.44977
00066883.png,True,33377.8515625,344025394626.59155
00068384.png,True,33844.65234375,403909840153.7663
00068426.png,True,33982.421875,408841510882.29095
00027191.jpg,True,31709.90625,310862117831.29443
00073889.png,True,41253.260416666664,368272718985.5093
00067989.png,True,36219.057291666664,413861293247.08655
00068017.png,True,35390.341145833336,386620220160.86426
00068249.png,True,34580.634114583336,443116709922.854
00073761.png,True,38793.0703125,395881750410.87244
00067131.png,True,23564.548177083332,405248866270.4464
00068091.png,True,34068.03515625,403387407238.90247
00067338.png,True,29151.130859375,421026771702.76227
00067305.png,True,33257.006510416664,410920996956.985
00026759.jpg,True,17704.110677083332,280690069463.50366
00068215.png,True,34546.4609375,380816487462.42755
00067489.png,True,31928.541015625,449725127875.968
00067515.png,True,28311.154296875,432398320355.42725
00067062.png,True,29281.538411458332,359108689762.4192
00067477.png,True,32930.720052083336,417019140126.5403
00011895.jpg,True,12580.303385416666,392761435465.28156
00027031.jpg,True,20338.954427083332,359113352730.4066
00009172.jpg,True,14306.006184895834,341708980480.5149
00067414.png,True,32789.716145833336,434964363070.8423
00068519.png,True,32353.098958333332,447774386271.7981
00026466.jpg,True,18320.721354166668,259271024662.828
00011992.jpg,True,15822.53125,367880168268.5685
00066663.png,True,43640.856770833336,401228653730.3793
00011946.jpg,True,10152.068684895834,387989440448.41486
00073397.png,True,37025.8515625,332528973858.8253
00068181.png,True,34639.6484375,393227181138.2608
00026989.jpg,True,20116.555989583332,419738792332.1756
00066657.png,True,41283.420572916664,425891751989.32434
00026993.jpg,True,20330.91015625,355075991859.1477
00073358.png,True,32869.1015625,342812125546.1864
00067352.png,True,29019.733723958332,455182950869.5008
00067345.png,True,29268.621744791668,409018930735.6396
00067474.png,True,32867.595052083336,384287486626.68805
00067204.png,True,28772.997395833332,405991350790.12823
00067117.png,True,24243.736979166668,401446270718.63586
00067202.png,True,28452.917317708332,393068028299.4735
00068422.png,True,34160.70703125,405818669440.93555
00067999.png,True,35417.45703125,402459643541.79895
00026574.jpg,True,18199.681640625,209824166596.24103
00026959.jpg,True,20557.611328125,376399866544.7899
00026919.jpg,True,22147.01953125,325470397015.0017
00026936.jpg,True,21473.352213541668,375822542784.91907
00067119.png,True,24407.858072916668,401064376520.7811
00067290.png,True,31556.215494791668,409382670360.7832
00026981.jpg,True,19892.150390625,383974497756.55194
00067588.png,True,16211.790364583334,352114800181.7595
00073419.png,True,29692.829427083332,310586713932.37646
00026654.jpg,True,23187.499348958332,276827868978.3916
00026582.jpg,True,19084.231770833332,246838060654.5699
00073485.png,True,30236.232421875,377042550380.209
00067393.png,True,30405.013020833332,407138689767.83905
00068147.png,True,33208.651041666664,386121684369.6915
00026577.jpg,True,18468.082682291668,251771202732.47867
00073969.png,True,47775.8359375,383605265055.9933
00073722.png,True,36397.842447916664,481029771458.11017
00026952.jpg,True,20584.40625,345262395209.98206
00066673.png,True,42118.8828125,426460085650.14655
00027034.jpg,True,20306.037109375,370307940267.9869
00073995.png,True,45570.62109375,396286762501.9716
00011980.jpg,True,9668.465169270834,418311406121.01184
00011927.jpg,True,10561.580078125,338174840844.56146
00067913.png,True,35838.80859375,250314747456.99677
00026737.jpg,True,17433.065104166668,255681365117.128
00068172.png,True,34807.305989583336,389987544155.9728
00026678.jpg,True,16639.555338541668,350522037806.412
00027130.jpg,True,22929.294921875,285201793038.3906
00073412.png,True,34568.627604166664,323906395744.44275
00009217.jpg,True,14634.892903645834,383795915075.0666
00026538.jpg,True,21308.914713541668,312306719162.67334
00074086.png,True,38946.765625,426088218263.82
00068129.png,True,32506.499348958332,427974118553.4089
00067051.png,True,27192.508463541668,418251866653.6172
00012039.jpg,True,15414.727864583334,262321061418.94568
00011990.jpg,True,15959.755859375,364794587899.4303
00067504.png,True,29795.244140625,413324725561.337
00027020.jpg,True,20817.064453125,329911747277.914
00073360.png,True,32740.58203125,368768083662.94086
00067391.png,True,29692.90234375,391178445227.5285
00067228.png,True,28619.796223958332,420123154504.8111
00067973.png,True,36043.552083333336,362841372354.3832
00011964.jpg,True,11974.427408854166,382040584606.09204
00073685.png,True,34037.44140625,467663414758.9567
00026686.jpg,True,17084.642578125,279985849089.5768
00073383.png,True,35316.78515625,324987227314.1808
00011931.jpg,True,10667.806640625,359276020640.1072
00068449.png,True,33998.924479166664,370798064614.46893
00011920.jpg,True,9964.691080729166,345284453930.8766
00012029.jpg,True,13493.349609375,282602734461.4493
00074005.png,True,45519.239583333336,394771398956.31757
00073878.png,True,38663.25390625,267005972806.85016
00067662.png,True,31732.133463541668,267704242661.58563
00068127.png,True,32113.295572916668,420062722942.5706
00067782.png,True,37498.319010416664,282217359766.51514
00067800.png,True,37404.01171875,258946612742.45215
00073847.png,True,37077.852864583336,263935165481.6532
00066631.png,True,36410.83203125,574196858509.3746
00067748.png,True,38541.403645833336,276735433036.6171
00012002.jpg,True,16495.3564453125,439578367840.5902
00068536.png,True,29810.288411458332,472267683903.81744
00067368.png,True,26133.541015625,439115778620.2319
00068212.png,True,34554.779947916664,420828842421.8233
00068494.png,True,32731.626302083332,483063269785.7549
00026980.jpg,True,19799.165364583332,469657493550.0111
00066804.png,True,47022.494791666664,338897891733.7639
00067183.png,True,26701.833333333332,463169045337.3635
00068298.png,True,34492.147135416664,376117470497.38495
00067488.png,True,32054.858723958332,468216968003.82904
00067257.png,True,30630.198567708332,379996016996.4878
00068271.png,True,34566.291666666664,375438349066.80035
00026932.jpg,True,21465.737630208332,315946075027.74884
00074007.png,True,44930.302083333336,361876057488.1341
00068551.png,True,32208.037109375,511664735608.9107
00068024.png,True,35846.799479166664,384900343740.6167
00067484.png,True,32287.494140625,520431012616.98694
00073936.png,True,46609.74609375,389921176663.6073
00068438.png,True,33984.53515625,400406936817.466
00073811.png,True,36623.96484375,353693700028.7217
00067652.png,True,37633.411458333336,289062412666.2302
00026986.jpg,True,20045.036458333332,373365084696.47046
00067144.png,True,25999.761067708332,447296415107.8318
00068149.png,True,33383.05078125,356046557967.2058
00073672.png,True,33720.545572916664,537800535730.4425
00027189.jpg,True,31604.95703125,288428699599.41315
00066998.png,True,37121.678385416664,340525057342.60236
00073803.png,True,38860.451822916664,449588902204.3441
00026550.jpg,True,19115.770833333332,256812644755.29935
00067426.png,True,29300.325520833332,358661668933.54785
00026949.jpg,True,20879.177083333332,436074222592.01324
00067513.png,True,29075.947265625,485149647879.14264
00027035.jpg,True,20299.977213541668,337851252820.7345
00073513.png,True,30232.804036458332,375568824100.1006
00073787.png,True,40364.088541666664,399145180784.3011
00073694.png,True,35824.959635416664,497111208259.84314
00011943.jpg,True,9917.2451171875,431655939160.6362
00073709.png,True,39561.408854166664,461992517059.4422
00068242.png,True,34570.611979166664,423422737829.69617
00026960.jpg,True,20509.997395833332,414323945754.09393
00073680.png,True,33588.067057291664,467926023277.74756
00066870.png,True,34230.713541666664,388553497691.34235
00027141.jpg,True,22396.032552083332,381350508575.8452
00073706.png,True,39275.125,470542841215.5466
00066689.png,True,33051.578125,427655581287.6372
00067043.png,True,25790.016927083332,412041941486.4021
00066860.png,True,40198.501302083336,369391516197.67957
00067405.png,True,33074.4921875,417864638536.9695
00026780.jpg,True,17362.022135416668,268039734654.49612
00073608.png,True,17969.73828125,494849147000.4591
00026826.jpg,True,17677.809895833332,359059504605.06067
00074115.png,True,40913.709635416664,437181898133.94336
00066906.png,True,33489.014322916664,449440570221.9071
00074104.png,True,40561.71875,426869559398.5171
00073896.png,True,42141.608072916664,385679646855.8948
00026642.jpg,True,25183.8828125,237637726138.93744
00067928.png,True,35940.49609375,256619743153.94763
00068394.png,True,32761.153645833332,348030908639.8131
00067115.png,True,23892.19140625,429078239479.80566
00067460.png,True,36947.1484375,439876764365.9894
00067118.png,True,24295.972005208332,399306203281.7185
00073563.png,True,29462.270182291668,426117272236.91174
00073833.png,True,37084.446614583336,251412780858.3968
00073612.png,True,27650.151692708332,502823862668.64905
00068509.png,True,29764.326171875,488650310621.77295
00012054.jpg,True,16631.681640625,328222648147.10974
00067485.png,True,32245.809895833332,534365398634.86334
00027172.jpg,True,27176.1015625,339644270358.28326
00067077.png,True,26339.908203125,424889571957.54834
00026568.jpg,True,18554.376953125,225186020886.04468
00026637.jpg,True,23875.829427083332,283588847850.58496
00068421.png,True,34187.756510416664,382520656764.13513
00009177.jpg,True,14850.457356770834,342028666558.42065
00026491.jpg,True,11906.415690104166,276881822984.859
00066863.png,True,32188.139973958332,361649257484.3085
00027085.jpg,True,25656.69921875,341141335576.9968
00066835.png,True,47919.721354166664,326346199922.7759
00073877.png,True,38236.3359375,256408151236.57376
00066722.png,True,29708.41796875,395678697179.745
00067347.png,True,29237.639322916668,400779135460.76355
00026788.jpg,True,16586.893229166668,281953657599.43475
00067716.png,True,39273.884114583336,267446178873.72296
00026883.jpg,True,21990.06640625,270402301846.23035
00027155.jpg,True,20975.931640625,387114877411.11163
00027097.jpg,True,25767.281901041668,234514685521.29153
00026471.jpg,True,17933.219401041668,368160923427.64606
00067619.png,True,32339.671223958332,317481183441.5247
00067813.png,True,37674.819010416664,241763778465.38202
00066674.png,True,41966.41796875,354308621750.8615
00026845.jpg,True,19600.596354166668,239718433687.81815
00073538.png,True,27010.428385416668,364979412859.4225
00026596.jpg,True,23464.75,231026171160.79944
00068233.png,True,34549.9453125,373539620631.93823
00066777.png,True,30577.576171875,481696311511.4182
00073577.png,True,31384.51953125,466502806381.7812
00068050.png,True,35482.533854166664,385627838836.92236
00066982.png,True,38370.916666666664,389041431359.1813
00073574.png,True,30674.8046875,495562323868.47925
00067206.png,True,28592.747395833332,489585138982.3629
00026690.jpg,True,17299.624348958332,261240653988.86392
00068097.png,True,34290.39453125,350106150655.857
00026880.jpg,True,21088.173177083332,346233478223.14557
00066779.png,True,37869.506510416664,387498557471.4569
00074093.png,True,39884.01953125,435116951948.6225
00066984.png,True,38456.576822916664,391596360445.20654
00026499.jpg,True,21204.11328125,285771225301.9374
00026861.jpg,True,19414.733072916668,319953723305.6989
00068257.png,True,34548.157552083336,391681053706.66113
00068136.png,True,32952.821614583336,390200681399.5131
00073786.png,True,40395.65234375,457574398656.2068
00026615.jpg,True,21385.604166666668,279489098676.9426
00027169.jpg,True,26232.239583333332,365400746577.0213
00067689.png,True,38811.265625,258012797403.26868
00068038.png,True,36101.141927083336,382809559511.38116
00068105.png,True,33600.796875,393552657605.984
00067543.png,True,25712.741536458332,517953155444.91064
00066688.png,True,33888.526041666664,382184904306.26447
00068379.png,True,35221.552083333336,379056566276.6644
00073735.png,True,35106.848958333336,487446262069.7421
00073408.png,True,36877.407552083336,336480560732.5356
00068401.png,True,19984.457682291668,376806389511.6481
00067366.png,True,27272.916666666668,399729992029.98926
00066951.png,True,40437.045572916664,356700286995.7011
00067048.png,True,26281.181640625,332154169783.32874
00068369.png,True,35582.26953125,380474884139.0788
00066950.png,True,40023.234375,382912702975.5576
00067462.png,True,36542.151041666664,455650634000.16504
00026799.jpg,True,15470.775390625,333532064541.4645
00073453.png,True,25830.350911458332,434378996181.499
00066752.png,True,39063.756510416664,438323467392.3954
00068524.png,True,30833.400390625,435602328762.92566
00073401.png,True,37662.657552083336,319940969717.7757
00068474.png,True,34028.813802083336,443766721180.54095
00074017.png,True,39424.682291666664,432188358199.7849
00068477.png,True,34685.513020833336,419534478285.47015
00073799.png,True,39440.251302083336,392148263984.94604
00068366.png,True,35599.701822916664,347093038924.55927
00067916.png,True,35903.313802083336,247912154085.59143
00067697.png,True,39001.053385416664,267167193723.1926
00068240.png,True,34585.930989583336,381844536711.54626
00067608.png,True,29098.479166666668,319242904601.40625
00067075.png,True,26440.338541666668,399308889586.0665
00073692.png,True,35111.716145833336,514726618344.6859
00027145.jpg,True,21825.986328125,349922103418.9617
00026899.jpg,True,23193.356119791668,316662011979.5472
00073367.png,True,32295.285807291668,342862652065.1635
00067765.png,True,38013.364583333336,280080986411.0807
00073974.png,True,47139.326822916664,366529026469.59204
00011897.jpg,True,11992.347005208334,364170645232.6759
00067797.png,True,37186.954427083336,284506538462.4748
00066731.png,True,32741.552083333332,350263127036.2943
00067114.png,True,23648.290364583332,408447945475.31683
00068499.png,True,29898.693359375,462372518423.88605
00073788.png,True,40291.139322916664,416019374686.1516
00026958.jpg,True,20768.300130208332,351753630657.60144
00068082.png,True,34048.657552083336,391985782331.8954
00026611.jpg,True,21571.819010416668,298660822676.42316
00067514.png,True,28570.341145833332,423013933970.6279
00067069.png,True,26038.8359375,379787880763.08875
00026451.jpg,True,18444.290364583332,244589621109.42828
00027165.jpg,True,24323.718098958332,366050873871.439
00067816.png,True,37884.756510416664,244359977906.2876
00067427.png,True,29836.1171875,403370458526.0824
00009205.jpg,True,15308.179036458334,410396037120.3574
00068522.png,True,31864.261067708332,454643734225.5927
00073728.png,True,35340.647135416664,462488016077.2117
00027033.jpg,True,20240.802083333332,315726231088.082
00067810.png,True,37856.736979166664,244450839923.8946
00026762.jpg,True,17787.40625,288606626835.3399
00067232.png,True,27799.458333333332,416607351864.88104
00026640.jpg,True,24953.861328125,263677896727.17636
00012030.jpg,True,13564.329427083334,266147922444.4286
00068502.png,True,30326.776041666668,539689873478.8878
00026911.jpg,True,22482.832682291668,377265780781.4557
00067706.png,True,38949.595052083336,279441202166.62274
00027093.jpg,True,25866.138671875,255201765656.0746
00067679.png,True,38828.225260416664,273801261550.23315
00068541.png,True,28795.995442708332,557883251491.7869
00067733.png,True,39212.619791666664,263707333541.66943
00066944.png,True,39304.74609375,466357350052.36816
00026928.jpg,True,21343.049479166668,284218486009.392
00067275.png,True,29917.388020833332,442411082402.4917
00009175.jpg,True,14847.16015625,368809677090.755
00068005.png,True,35436.634114583336,441023200524.79517
00012043.jpg,True,15915.417317708334,293350400885.62146
00068049.png,True,35538.819010416664,391024644787.0378
00066760.png,True,42394.178385416664,310428746656.4243
00068307.png,True,34579.966145833336,380548997027.444
00012016.jpg,True,16590.096354166668,400525126001.5062
00073636.png,True,31198.793619791668,559578548588.4373
00067335.png,True,28641.106119791668,441541941129.531
00066940.png,True,39561.436197916664,437370909309.55615
00073933.png,True,46714.486979166664,393749575838.30853
00068325.png,True,34783.60546875,373200786385.0973
00068053.png,True,35503.51953125,410128590190.7218
00068121.png,True,32421.751953125,397706194220.55115
00066781.png,True,40867.91796875,390053773640.74365
00073374.png,True,33096.734375,356632645118.4238
00073469.png,True,29348.981119791668,380917905030.80115
00027199.jpg,True,31512.138671875,386653064774.5468
00067974.png,True,36040.6953125,389937714009.088
00026777.jpg,True,17164.131510416668,272297192217.85968
00068162.png,True,34701.994791666664,367237611499.5554
00026713.jpg,True,17621.319010416668,235175721951.72333
00027152.jpg,True,17670.20703125,419856234166.5906
00073339.png,True,30747.821614583332,428318278231.6179
00067197.png,True,27192.279947916668,478977305363.5642
00073732.png,True,35124.391927083336,478756721074.25916
00073703.png,True,38372.046875,470380964702.6596
00067828.png,True,37542.955729166664,266087449681.123
00073405.png,True,38940.80078125,321445277223.60596
00066833.png,True,47452.795572916664,294410071386.7561
00011889.jpg,True,12802.747721354166,358092281909.3291
00067383.png,True,26885.848958333332,407297417440.5692
00027086.jpg,True,25628.792317708332,305116193066.8688
00026879.jpg,True,20813.361979166668,284685172700.1572
00027123.jpg,True,23086.357421875,315402948751.56055
00027185.jpg,True,31368.033854166668,292358403175.3222
00067231.png,True,27885.579427083332,414784915347.7511
00066969.png,True,41427.901041666664,431335667868.0509
00066914.png,True,35739.229166666664,473180132559.23804
00068393.png,True,32630.137369791668,382033041223.44763
00067248.png,True,27336.977213541668,413928731562.0381
00009246.jpg,True,15835.96484375,355706275663.83765
00026454.jpg,True,19117.348958333332,226104281692.88828
00026817.jpg,True,16323.565104166666,282203284429.53143
00073448.png,True,25495.246744791668,392149516248.2346
00073340.png,True,30910.077473958332,400324009999.77026
00067718.png,True,39274.25390625,300129307079.4196
00073481.png,True,30070.846354166668,330174683136.5031
00066665.png,True,44017.294270833336,459148625091.71356
00068456.png,True,34057.236979166664,400674991294.96796
00068170.png,True,34747.6015625,364063260144.7524
00067887.png,True,35988.830729166664,261283317491.20612
00066699.png,True,32856.563802083336,292412361220.3349
00067220.png,True,30066.626953125,418970914793.3717
00073398.png,True,37095.91015625,363308107217.0301
00066797.png,True,49373.700520833336,371310341593.1617
00027078.jpg,True,25547.108723958332,296479465993.9625
00066680.png,True,39134.934895833336,374976326276.92786
00066826.png,True,47502.244791666664,331228785559.0585
00073857.png,True,37743.2578125,312156001452.22565
00067792.png,True,37256.055989583336,271474329136.00684
00067686.png,True,38796.908854166664,292524214391.36194
00066872.png,True,36800.8046875,382058214731.16345
00066644.png,True,38835.075520833336,423985121974.54395
00067384.png,True,27306.506510416668,411813844122.7387
00011995.jpg,True,16070.499674479166,330643867241.2408
00074124.png,True,41361.576822916664,460881029092.94794
00011921.jpg,True,10052.9990234375,377656817718.41077
00026468.jpg,True,17553.823567708332,344363296784.42737
00068033.png,True,35846.76171875,392614372106.6051
00027131.jpg,True,22894.654947916668,258550475512.44244
00073499.png,True,30519.703776041668,362617424668.6458
00011998.jpg,True,16093.031575520834,350753796370.92267
00073351.png,True,30813.651041666668,389484464830.7128
00068125.png,True,32305.910807291668,381725777919.18677
00068019.png,True,35554.37890625,349622499762.8733
00009194.jpg,True,16743.6953125,421691849595.13684
00067798.png,True,37357.55078125,276776242989.9961
00068150.png,True,33585.71484375,391072356347.0878
00068232.png,True,34534.984375,430685945745.5404
00067756.png,True,38323.135416666664,263902998277.84473
00026462.jpg,True,18569.755859375,298027049953.5293
00026702.jpg,True,17372.688802083332,228234342399.8028
00011954.jpg,True,11316.067057291666,451384934876.9524
00027088.jpg,True,25686.253255208332,257714107039.91284
00067853.png,True,36610.901041666664,252630777999.21646
00026630.jpg,True,21690.943359375,259063682443.00867
00067292.png,True,31558.143229166668,398790774659.45294
00073744.png,True,37896.401041666664,457698692746.54767
00073460.png,True,27256.948567708332,421444354115.9656
00073396.png,True,36958.557291666664,337230766792.925
00067123.png,True,25095.131510416668,442226589005.92993
00009188.jpg,True,15640.303385416666,376214792697.5643
00066907.png,True,33780.42578125,442415097157.35974
00026963.jpg,True,20424.918619791668,294088088589.0753
00068287.png,True,34554.19140625,398876514898.79877
00067178.png,True,26438.082682291668,446904014552.78296
00011932.jpg,True,10709.6318359375,390742933061.0574
00067717.png,True,39278.766927083336,279093789337.791
00067787.png,True,37212.122395833336,264883470877.86017
00067445.png,True,29970.84375,385593562543.0284
00073421.png,True,29607.938151041668,297923403452.99426
00026830.jpg,True,18069.483723958332,374323717178.91235
00027112.jpg,True,24434.461588541668,274014745092.61218
00073430.png,True,28871.825520833332,309019360502.5779
00074098.png,True,39714.470052083336,420638126830.0935
00026521.jpg,True,25897.984375,217389893126.63794
00026877.jpg,True,20580.932942708332,330725937170.1939
00067553.png,True,24336.434244791668,455131409741.28937
00067090.png,True,27276.390625,450059104718.08496
00011974.jpg,True,13340.4287109375,384551986552.482
00026692.jpg,True,17366.064453125,176644590946.60565
00067137.png,True,25107.626302083332,439511207686.6058
00066705.png,True,29065.153645833332,302835968078.1915
00026446.jpg,True,17797.641927083332,227187056197.9085
00026513.jpg,True,24812.600260416668,224575367939.58774
00011979.jpg,True,10945.598307291666,391440113101.3303
00026587.jpg,True,20733.651692708332,247789157384.77866
00067783.png,True,37308.79296875,269104152040.59338
00068054.png,True,35427.591145833336,387225966987.12244
00026942.jpg,True,21262.481119791668,342005574682.9424
00074122.png,True,41293.75390625,434608818359.08264
00073573.png,True,30555.66796875,478874752485.2716
00026909.jpg,True,22196.35546875,339151417100.34174
00073984.png,True,45797.5234375,333373903684.02625
00073691.png,True,34623.30859375,488193172878.9782
00073835.png,True,37081.141927083336,263019126060.56516
00073578.png,True,31509.876302083332,466583761768.0043
00027038.jpg,True,20249.916015625,297697041250.64874
00067403.png,True,32960.309895833336,410301791083.46063
00067738.png,True,38805.287760416664,272517404811.13214
00027072.jpg,True,25068.46875,266894441840.1183
00068243.png,True,34570.639322916664,360965200104.617
00067824.png,True,37675.248697916664,257162724989.87518
00073547.png,True,26996.460286458332,412195557578.2443
